departure_jd,arrival_jd,departure_year,arrival_year,tof_days,c3_depart_km2s2,v_inf_depart_km_s,v_inf_arrive_km_s,dv_total_km_s
2463661.500,2463961.500,2033.1732,2033.9945,300.0,17.017,4.125,3.919,6.758
2463661.500,2463971.500,2033.1732,2034.0219,310.0,20.805,4.561,4.375,7.217
2463661.500,2463981.500,2033.1732,2034.0493,320.0,25.022,5.002,4.833,7.710
2463661.500,2463991.500,2033.1732,2034.0767,330.0,29.580,5.439,5.284,8.224
2463661.500,2464001.500,2033.1732,2034.1040,340.0,34.406,5.866,5.722,8.750
2463661.500,2464011.500,2033.1732,2034.1314,350.0,39.441,6.280,6.146,9.280
2463661.500,2464021.500,2033.1732,2034.1588,360.0,44.635,6.681,6.555,9.810
2463661.500,2464031.500,2033.1732,2034.1862,370.0,49.947,7.067,6.948,10.336
2463661.500,2464041.500,2033.1732,2034.2136,380.0,55.342,7.439,7.326,10.855
2463661.500,2464051.500,2033.1732,2034.2409,390.0,60.792,7.797,7.689,11.365
2463661.500,2464061.500,2033.1732,2034.2683,400.0,66.274,8.141,8.038,11.864
2463661.500,2464071.500,2033.1732,2034.2957,410.0,71.767,8.472,8.373,12.353
2463661.500,2464081.500,2033.1732,2034.3231,420.0,77.256,8.790,8.694,12.830
2463661.500,2464091.500,2033.1732,2034.3504,430.0,82.726,9.095,9.003,13.295
2463661.500,2464101.500,2033.1732,2034.3778,440.0,88.166,9.390,9.300,13.748
2463661.500,2464111.500,2033.1732,2034.4052,450.0,93.568,9.673,9.586,14.189
2463681.500,2463761.500,2033.2279,2033.4470,80.0,1837.804,42.870,42.851,76.226
2463681.500,2463771.500,2033.2279,2033.4743,90.0,1317.397,36.296,36.274,63.362
2463681.500,2463781.500,2033.2279,2033.5017,100.0,960.605,30.994,30.968,53.069
2463681.500,2463791.500,2033.2279,2033.5291,110.0,708.752,26.622,26.592,44.668
2463681.500,2463801.500,2033.2279,2033.5565,120.0,526.922,22.955,22.920,37.709
2463681.500,2463811.500,2033.2279,2033.5838,130.0,393.346,19.833,19.792,31.880
2463681.500,2463821.500,2033.2279,2033.6112,140.0,293.922,17.144,17.097,26.959
2463681.500,2463831.500,2033.2279,2033.6386,150.0,219.214,14.806,14.751,22.785
2463681.500,2463841.500,2033.2279,2033.6660,160.0,162.735,12.757,12.693,19.240
2463681.500,2463851.500,2033.2279,2033.6934,170.0,119.919,10.951,10.876,16.232
2463681.500,2463861.500,2033.2279,2033.7207,180.0,87.487,9.353,9.265,13.694
2463681.500,2463871.500,2033.2279,2033.7481,190.0,63.038,7.940,7.836,11.572
2463681.500,2463881.500,2033.2279,2033.7755,200.0,44.793,6.693,6.569,9.827
2463681.500,2463891.500,2033.2279,2033.8029,210.0,31.410,5.604,5.456,8.427
2463681.500,2463901.500,2033.2279,2033.8303,220.0,21.866,4.676,4.496,7.343
2463681.500,2463911.500,2033.2279,2033.8576,230.0,15.372,3.921,3.704,6.554
2463681.500,2463921.500,2033.2279,2033.8850,240.0,11.314,3.364,3.108,6.035
2463681.500,2463931.500,2033.2279,2033.9124,250.0,9.211,3.035,2.749,5.756
2463681.500,2463941.500,2033.2279,2033.9398,260.0,8.680,2.946,2.650,5.684
2463681.500,2463951.500,2033.2279,2033.9671,270.0,9.417,3.069,2.786,5.783
2463681.500,2463961.500,2033.2279,2033.9945,280.0,11.177,3.343,3.085,6.016
2463681.500,2463971.500,2033.2279,2034.0219,290.0,13.764,3.710,3.479,6.350
2463681.500,2463981.500,2033.2279,2034.0493,300.0,17.017,4.125,3.919,6.758
2463681.500,2463991.500,2033.2279,2034.0767,310.0,20.805,4.561,4.375,7.217
2463681.500,2464001.500,2033.2279,2034.1040,320.0,25.022,5.002,4.833,7.710
2463681.500,2464011.500,2033.2279,2034.1314,330.0,29.580,5.439,5.284,8.224
2463681.500,2464021.500,2033.2279,2034.1588,340.0,34.407,5.866,5.722,8.750
2463681.500,2464031.500,2033.2279,2034.1862,350.0,39.442,6.280,6.146,9.280
2463681.500,2464041.500,2033.2279,2034.2136,360.0,44.635,6.681,6.555,9.810
2463681.500,2464051.500,2033.2279,2034.2409,370.0,49.947,7.067,6.948,10.336
2463681.500,2464061.500,2033.2279,2034.2683,380.0,55.342,7.439,7.326,10.855
2463681.500,2464071.500,2033.2279,2034.2957,390.0,60.793,7.797,7.689,11.365
2463681.500,2464081.500,2033.2279,2034.3231,400.0,66.274,8.141,8.038,11.864
2463681.500,2464091.500,2033.2279,2034.3504,410.0,71.767,8.472,8.373,12.353
2463681.500,2464101.500,2033.2279,2034.3778,420.0,77.256,8.790,8.694,12.830
2463681.500,2464111.500,2033.2279,2034.4052,430.0,82.726,9.095,9.003,13.295
2463681.500,2464121.500,2033.2279,2034.4326,440.0,88.167,9.390,9.300,13.748
2463681.500,2464131.500,2033.2279,2034.4600,450.0,93.568,9.673,9.586,14.189
2463701.500,2463781.500,2033.2827,2033.5017,80.0,1837.802,42.870,42.851,76.226
2463701.500,2463791.500,2033.2827,2033.5291,90.0,1317.396,36.296,36.274,63.362
2463701.500,2463801.500,2033.2827,2033.5565,100.0,960.604,30.994,30.968,53.069
2463701.500,2463811.500,2033.2827,2033.5838,110.0,708.751,26.622,26.592,44.668
2463701.500,2463821.500,2033.2827,2033.6112,120.0,526.921,22.955,22.920,37.709
2463701.500,2463831.500,2033.2827,2033.6386,130.0,393.346,19.833,19.792,31.880
2463701.500,2463841.500,2033.2827,2033.6660,140.0,293.921,17.144,17.097,26.959
2463701.500,2463851.500,2033.2827,2033.6934,150.0,219.214,14.806,14.751,22.785
2463701.500,2463861.500,2033.2827,2033.7207,160.0,162.735,12.757,12.693,19.240
2463701.500,2463871.500,2033.2827,2033.7481,170.0,119.919,10.951,10.876,16.232
2463701.500,2463881.500,2033.2827,2033.7755,180.0,87.486,9.353,9.265,13.694
2463701.500,2463891.500,2033.2827,2033.8029,190.0,63.038,7.940,7.836,11.572
2463701.500,2463901.500,2033.2827,2033.8303,200.0,44.793,6.693,6.569,9.827
2463701.500,2463911.500,2033.2827,2033.8576,210.0,31.410,5.604,5.456,8.426
2463701.500,2463921.500,2033.2827,2033.8850,220.0,21.866,4.676,4.496,7.343
2463701.500,2463931.500,2033.2827,2033.9124,230.0,15.372,3.921,3.704,6.554
2463701.500,2463941.500,2033.2827,2033.9398,240.0,11.314,3.364,3.108,6.035
2463701.500,2463951.500,2033.2827,2033.9671,250.0,9.211,3.035,2.749,5.756
2463701.500,2463961.500,2033.2827,2033.9945,260.0,8.680,2.946,2.650,5.684
2463701.500,2463971.500,2033.2827,2034.0219,270.0,9.417,3.069,2.786,5.783
2463701.500,2463981.500,2033.2827,2034.0493,280.0,11.177,3.343,3.085,6.016
2463701.500,2463991.500,2033.2827,2034.0767,290.0,13.764,3.710,3.479,6.350
2463701.500,2464001.500,2033.2827,2034.1040,300.0,17.017,4.125,3.919,6.758
2463701.500,2464011.500,2033.2827,2034.1314,310.0,20.805,4.561,4.375,7.217
2463701.500,2464021.500,2033.2827,2034.1588,320.0,25.022,5.002,4.833,7.710
2463701.500,2464031.500,2033.2827,2034.1862,330.0,29.580,5.439,5.284,8.224
2463701.500,2464041.500,2033.2827,2034.2136,340.0,34.407,5.866,5.722,8.750
2463701.500,2464051.500,2033.2827,2034.2409,350.0,39.442,6.280,6.146,9.280
2463701.500,2464061.500,2033.2827,2034.2683,360.0,44.636,6.681,6.555,9.810
2463701.500,2464071.500,2033.2827,2034.2957,370.0,49.947,7.067,6.948,10.336
2463701.500,2464081.500,2033.2827,2034.3231,380.0,55.342,7.439,7.326,10.855
2463701.500,2464091.500,2033.2827,2034.3504,390.0,60.793,7.797,7.689,11.365
2463701.500,2464101.500,2033.2827,2034.3778,400.0,66.274,8.141,8.038,11.864
2463701.500,2464111.500,2033.2827,2034.4052,410.0,71.768,8.472,8.373,12.353
2463701.500,2464121.500,2033.2827,2034.4326,420.0,77.256,8.790,8.694,12.830
2463701.500,2464131.500,2033.2827,2034.4600,430.0,82.726,9.095,9.003,13.295
2463701.500,2464141.500,2033.2827,2034.4873,440.0,88.167,9.390,9.300,13.748
2463701.500,2464151.500,2033.2827,2034.5147,450.0,93.569,9.673,9.586,14.189
2463721.500,2463801.500,2033.3374,2033.5565,80.0,1837.801,42.870,42.851,76.226
2463721.500,2463811.500,2033.3374,2033.5838,90.0,1317.395,36.296,36.274,63.362
2463721.500,2463821.500,2033.3374,2033.6112,100.0,960.603,30.994,30.968,53.069
2463721.500,2463831.500,2033.3374,2033.6386,110.0,708.750,26.622,26.592,44.668
2463721.500,2463841.500,2033.3374,2033.6660,120.0,526.920,22.955,22.920,37.709
2463721.500,2463851.500,2033.3374,2033.6934,130.0,393.345,19.833,19.792,31.880
2463721.500,2463861.500,2033.3374,2033.7207,140.0,293.921,17.144,17.097,26.959
2463721.500,2463871.500,2033.3374,2033.7481,150.0,219.213,14.806,14.751,22.785
2463721.500,2463881.500,2033.3374,2033.7755,160.0,162.734,12.757,12.693,19.240
2463721.500,2463891.500,2033.3374,2033.8029,170.0,119.919,10.951,10.876,16.232
2463721.500,2463901.500,2033.3374,2033.8303,180.0,87.486,9.353,9.265,13.694
2463721.500,2463911.500,2033.3374,2033.8576,190.0,63.038,7.940,7.836,11.572
2463721.500,2463921.500,2033.3374,2033.8850,200.0,44.793,6.693,6.569,9.827
2463721.500,2463931.500,2033.3374,2033.9124,210.0,31.410,5.604,5.456,8.426
2463721.500,2463941.500,2033.3374,2033.9398,220.0,21.866,4.676,4.496,7.343
2463721.500,2463951.500,2033.3374,2033.9671,230.0,15.372,3.921,3.704,6.554
2463721.500,2463961.500,2033.3374,2033.9945,240.0,11.314,3.364,3.108,6.035
2463721.500,2463971.500,2033.3374,2034.0219,250.0,9.211,3.035,2.749,5.756
2463721.500,2463981.500,2033.3374,2034.0493,260.0,8.680,2.946,2.650,5.684
2463721.500,2463991.500,2033.3374,2034.0767,270.0,9.417,3.069,2.786,5.783
2463721.500,2464001.500,2033.3374,2034.1040,280.0,11.177,3.343,3.085,6.016
2463721.500,2464011.500,2033.3374,2034.1314,290.0,13.764,3.710,3.479,6.350
2463721.500,2464021.500,2033.3374,2034.1588,300.0,17.017,4.125,3.919,6.758
2463721.500,2464031.500,2033.3374,2034.1862,310.0,20.805,4.561,4.375,7.217
2463721.500,2464041.500,2033.3374,2034.2136,320.0,25.023,5.002,4.833,7.710
2463721.500,2464051.500,2033.3374,2034.2409,330.0,29.581,5.439,5.284,8.224
2463721.500,2464061.500,2033.3374,2034.2683,340.0,34.407,5.866,5.722,8.750
2463721.500,2464071.500,2033.3374,2034.2957,350.0,39.442,6.280,6.146,9.280
2463721.500,2464081.500,2033.3374,2034.3231,360.0,44.636,6.681,6.555,9.810
2463721.500,2464091.500,2033.3374,2034.3504,370.0,49.947,7.067,6.948,10.336
2463721.500,2464101.500,2033.3374,2034.3778,380.0,55.343,7.439,7.326,10.855
2463721.500,2464111.500,2033.3374,2034.4052,390.0,60.793,7.797,7.689,11.365
2463721.500,2464121.500,2033.3374,2034.4326,400.0,66.275,8.141,8.038,11.865
2463721.500,2464131.500,2033.3374,2034.4600,410.0,71.768,8.472,8.373,12.353
2463721.500,2464141.500,2033.3374,2034.4873,420.0,77.256,8.790,8.694,12.830
2463721.500,2464151.500,2033.3374,2034.5147,430.0,82.727,9.095,9.003,13.295
2463721.500,2464161.500,2033.3374,2034.5421,440.0,88.167,9.390,9.300,13.748
2463721.500,2464171.500,2033.3374,2034.5695,450.0,93.569,9.673,9.586,14.189
2463741.500,2463821.500,2033.3922,2033.6112,80.0,1837.800,42.870,42.851,76.226
2463741.500,2463831.500,2033.3922,2033.6386,90.0,1317.393,36.296,36.274,63.362
2463741.500,2463841.500,2033.3922,2033.6660,100.0,960.602,30.994,30.968,53.069
2463741.500,2463851.500,2033.3922,2033.6934,110.0,708.749,26.622,26.592,44.668
2463741.500,2463861.500,2033.3922,2033.7207,120.0,526.920,22.955,22.920,37.709
2463741.500,2463871.500,2033.3922,2033.7481,130.0,393.344,19.833,19.792,31.880
2463741.500,2463881.500,2033.3922,2033.7755,140.0,293.920,17.144,17.097,26.959
2463741.500,2463891.500,2033.3922,2033.8029,150.0,219.213,14.806,14.751,22.785
2463741.500,2463901.500,2033.3922,2033.8303,160.0,162.734,12.757,12.693,19.240
2463741.500,2463911.500,2033.3922,2033.8576,170.0,119.918,10.951,10.876,16.232
2463741.500,2463921.500,2033.3922,2033.8850,180.0,87.486,9.353,9.265,13.694
2463741.500,2463931.500,2033.3922,2033.9124,190.0,63.038,7.940,7.836,11.572
2463741.500,2463941.500,2033.3922,2033.9398,200.0,44.793,6.693,6.569,9.827
2463741.500,2463951.500,2033.3922,2033.9671,210.0,31.410,5.604,5.456,8.426
2463741.500,2463961.500,2033.3922,2033.9945,220.0,21.866,4.676,4.496,7.343
2463741.500,2463971.500,2033.3922,2034.0219,230.0,15.372,3.921,3.704,6.554
2463741.500,2463981.500,2033.3922,2034.0493,240.0,11.314,3.364,3.108,6.035
2463741.500,2463991.500,2033.3922,2034.0767,250.0,9.211,3.035,2.749,5.756
2463741.500,2464001.500,2033.3922,2034.1040,260.0,8.680,2.946,2.650,5.684
2463741.500,2464011.500,2033.3922,2034.1314,270.0,9.417,3.069,2.786,5.783
2463741.500,2464021.500,2033.3922,2034.1588,280.0,11.177,3.343,3.085,6.016
2463741.500,2464031.500,2033.3922,2034.1862,290.0,13.764,3.710,3.479,6.350
2463741.500,2464041.500,2033.3922,2034.2136,300.0,17.017,4.125,3.919,6.758
2463741.500,2464051.500,2033.3922,2034.2409,310.0,20.806,4.561,4.375,7.217
2463741.500,2464061.500,2033.3922,2034.2683,320.0,25.023,5.002,4.833,7.710
2463741.500,2464071.500,2033.3922,2034.2957,330.0,29.581,5.439,5.284,8.224
2463741.500,2464081.500,2033.3922,2034.3231,340.0,34.407,5.866,5.722,8.750
2463741.500,2464091.500,2033.3922,2034.3504,350.0,39.442,6.280,6.146,9.280
2463741.500,2464101.500,2033.3922,2034.3778,360.0,44.636,6.681,6.555,9.810
2463741.500,2464111.500,2033.3922,2034.4052,370.0,49.948,7.067,6.949,10.336
2463741.500,2464121.500,2033.3922,2034.4326,380.0,55.343,7.439,7.326,10.855
2463741.500,2464131.500,2033.3922,2034.4600,390.0,60.793,7.797,7.689,11.365
2463741.500,2464141.500,2033.3922,2034.4873,400.0,66.275,8.141,8.038,11.865
2463741.500,2464151.500,2033.3922,2034.5147,410.0,71.768,8.472,8.373,12.353
2463741.500,2464161.500,2033.3922,2034.5421,420.0,77.257,8.790,8.694,12.830
2463741.500,2464171.500,2033.3922,2034.5695,430.0,82.727,9.095,9.003,13.295
2463741.500,2464181.500,2033.3922,2034.5969,440.0,88.168,9.390,9.300,13.748
2463741.500,2464191.500,2033.3922,2034.6242,450.0,93.569,9.673,9.586,14.189
2463761.500,2463841.500,2033.4470,2033.6660,80.0,1837.798,42.870,42.851,76.226
2463761.500,2463851.500,2033.4470,2033.6934,90.0,1317.392,36.296,36.274,63.362
2463761.500,2463861.500,2033.4470,2033.7207,100.0,960.601,30.994,30.968,53.069
2463761.500,2463871.500,2033.4470,2033.7481,110.0,708.748,26.622,26.592,44.668
2463761.500,2463881.500,2033.4470,2033.7755,120.0,526.919,22.955,22.920,37.709
2463761.500,2463891.500,2033.4470,2033.8029,130.0,393.344,19.833,19.792,31.879
2463761.500,2463901.500,2033.4470,2033.8303,140.0,293.920,17.144,17.097,26.959
2463761.500,2463911.500,2033.4470,2033.8576,150.0,219.212,14.806,14.751,22.785
2463761.500,2463921.500,2033.4470,2033.8850,160.0,162.734,12.757,12.693,19.239
2463761.500,2463931.500,2033.4470,2033.9124,170.0,119.918,10.951,10.876,16.232
2463761.500,2463941.500,2033.4470,2033.9398,180.0,87.485,9.353,9.265,13.694
2463761.500,2463951.500,2033.4470,2033.9671,190.0,63.037,7.940,7.836,11.572
2463761.500,2463961.500,2033.4470,2033.9945,200.0,44.793,6.693,6.569,9.827
2463761.500,2463971.500,2033.4470,2034.0219,210.0,31.410,5.604,5.456,8.426
2463761.500,2463981.500,2033.4470,2034.0493,220.0,21.865,4.676,4.496,7.343
2463761.500,2463991.500,2033.4470,2034.0767,230.0,15.372,3.921,3.704,6.554
2463761.500,2464001.500,2033.4470,2034.1040,240.0,11.314,3.364,3.108,6.035
2463761.500,2464011.500,2033.4470,2034.1314,250.0,9.211,3.035,2.749,5.756
2463761.500,2464021.500,2033.4470,2034.1588,260.0,8.680,2.946,2.650,5.684
2463761.500,2464031.500,2033.4470,2034.1862,270.0,9.417,3.069,2.786,5.783
2463761.500,2464041.500,2033.4470,2034.2136,280.0,11.177,3.343,3.085,6.016
2463761.500,2464051.500,2033.4470,2034.2409,290.0,13.764,3.710,3.479,6.350
2463761.500,2464061.500,2033.4470,2034.2683,300.0,17.017,4.125,3.919,6.758
2463761.500,2464071.500,2033.4470,2034.2957,310.0,20.806,4.561,4.375,7.217
2463761.500,2464081.500,2033.4470,2034.3231,320.0,25.023,5.002,4.833,7.710
2463761.500,2464091.500,2033.4470,2034.3504,330.0,29.581,5.439,5.284,8.224
2463761.500,2464101.500,2033.4470,2034.3778,340.0,34.407,5.866,5.722,8.750
2463761.500,2464111.500,2033.4470,2034.4052,350.0,39.442,6.280,6.146,9.280
2463761.500,2464121.500,2033.4470,2034.4326,360.0,44.636,6.681,6.555,9.810
2463761.500,2464131.500,2033.4470,2034.4600,370.0,49.948,7.067,6.949,10.336
2463761.500,2464141.500,2033.4470,2034.4873,380.0,55.343,7.439,7.326,10.855
2463761.500,2464151.500,2033.4470,2034.5147,390.0,60.793,7.797,7.689,11.365
2463761.500,2464161.500,2033.4470,2034.5421,400.0,66.275,8.141,8.038,11.865
2463761.500,2464171.500,2033.4470,2034.5695,410.0,71.768,8.472,8.373,12.353
2463761.500,2464181.500,2033.4470,2034.5969,420.0,77.257,8.790,8.694,12.830
2463761.500,2464191.500,2033.4470,2034.6242,430.0,82.727,9.095,9.003,13.295
2463761.500,2464201.500,2033.4470,2034.6516,440.0,88.168,9.390,9.300,13.748
2463761.500,2464211.500,2033.4470,2034.6790,450.0,93.569,9.673,9.586,14.189
2463781.500,2463861.500,2033.5017,2033.7207,80.0,1837.797,42.870,42.851,76.226
2463781.500,2463871.500,2033.5017,2033.7481,90.0,1317.391,36.296,36.274,63.362
2463781.500,2463881.500,2033.5017,2033.7755,100.0,960.600,30.994,30.968,53.069
2463781.500,2463891.500,2033.5017,2033.8029,110.0,708.747,26.622,26.592,44.668
2463781.500,2463901.500,2033.5017,2033.8303,120.0,526.918,22.955,22.920,37.709
2463781.500,2463911.500,2033.5017,2033.8576,130.0,393.343,19.833,19.792,31.879
2463781.500,2463921.500,2033.5017,2033.8850,140.0,293.919,17.144,17.097,26.959
2463781.500,2463931.500,2033.5017,2033.9124,150.0,219.212,14.806,14.751,22.785
2463781.500,2463941.500,2033.5017,2033.9398,160.0,162.733,12.757,12.693,19.239
2463781.500,2463951.500,2033.5017,2033.9671,170.0,119.918,10.951,10.876,16.232
2463781.500,2463961.500,2033.5017,2033.9945,180.0,87.485,9.353,9.265,13.694
2463781.500,2463971.500,2033.5017,2034.0219,190.0,63.037,7.940,7.836,11.572
2463781.500,2463981.500,2033.5017,2034.0493,200.0,44.792,6.693,6.569,9.827
2463781.500,2463991.500,2033.5017,2034.0767,210.0,31.409,5.604,5.456,8.426
2463781.500,2464001.500,2033.5017,2034.1040,220.0,21.865,4.676,4.496,7.343
2463781.500,2464011.500,2033.5017,2034.1314,230.0,15.371,3.921,3.704,6.554
2463781.500,2464021.500,2033.5017,2034.1588,240.0,11.314,3.364,3.108,6.035
2463781.500,2464031.500,2033.5017,2034.1862,250.0,9.211,3.035,2.749,5.756
2463781.500,2464041.500,2033.5017,2034.2136,260.0,8.680,2.946,2.650,5.684
2463781.500,2464051.500,2033.5017,2034.2409,270.0,9.417,3.069,2.786,5.783
2463781.500,2464061.500,2033.5017,2034.2683,280.0,11.177,3.343,3.085,6.016
2463781.500,2464071.500,2033.5017,2034.2957,290.0,13.764,3.710,3.479,6.350
2463781.500,2464081.500,2033.5017,2034.3231,300.0,17.017,4.125,3.919,6.758
2463781.500,2464091.500,2033.5017,2034.3504,310.0,20.806,4.561,4.375,7.217
2463781.500,2464101.500,2033.5017,2034.3778,320.0,25.023,5.002,4.833,7.710
2463781.500,2464111.500,2033.5017,2034.4052,330.0,29.581,5.439,5.284,8.224
2463781.500,2464121.500,2033.5017,2034.4326,340.0,34.407,5.866,5.722,8.750
2463781.500,2464131.500,2033.5017,2034.4600,350.0,39.442,6.280,6.146,9.280
2463781.500,2464141.500,2033.5017,2034.4873,360.0,44.636,6.681,6.555,9.810
2463781.500,2464151.500,2033.5017,2034.5147,370.0,49.948,7.067,6.949,10.336
2463781.500,2464161.500,2033.5017,2034.5421,380.0,55.343,7.439,7.326,10.855
2463781.500,2464171.500,2033.5017,2034.5695,390.0,60.794,7.797,7.689,11.365
2463781.500,2464181.500,2033.5017,2034.5969,400.0,66.275,8.141,8.038,11.865
2463781.500,2464191.500,2033.5017,2034.6242,410.0,71.769,8.472,8.373,12.353
2463781.500,2464201.500,2033.5017,2034.6516,420.0,77.257,8.790,8.694,12.830
2463781.500,2464211.500,2033.5017,2034.6790,430.0,82.728,9.095,9.003,13.295
2463781.500,2464221.500,2033.5017,2034.7064,440.0,88.168,9.390,9.300,13.748
2463781.500,2464231.500,2033.5017,2034.7337,450.0,93.570,9.673,9.586,14.189
2463801.500,2463881.500,2033.5565,2033.7755,80.0,1837.795,42.870,42.851,76.226
2463801.500,2463891.500,2033.5565,2033.8029,90.0,1317.390,36.296,36.274,63.362
2463801.500,2463901.500,2033.5565,2033.8303,100.0,960.599,30.994,30.968,53.069
2463801.500,2463911.500,2033.5565,2033.8576,110.0,708.747,26.622,26.592,44.668
2463801.500,2463921.500,2033.5565,2033.8850,120.0,526.917,22.955,22.920,37.709
2463801.500,2463931.500,2033.5565,2033.9124,130.0,393.342,19.833,19.792,31.879
2463801.500,2463941.500,2033.5565,2033.9398,140.0,293.919,17.144,17.097,26.959
2463801.500,2463951.500,2033.5565,2033.9671,150.0,219.211,14.806,14.751,22.785
2463801.500,2463961.500,2033.5565,2033.9945,160.0,162.733,12.757,12.693,19.239
2463801.500,2463971.500,2033.5565,2034.0219,170.0,119.917,10.951,10.876,16.232
2463801.500,2463981.500,2033.5565,2034.0493,180.0,87.485,9.353,9.265,13.694
2463801.500,2463991.500,2033.5565,2034.0767,190.0,63.037,7.940,7.836,11.572
2463801.500,2464001.500,2033.5565,2034.1040,200.0,44.792,6.693,6.569,9.827
2463801.500,2464011.500,2033.5565,2034.1314,210.0,31.409,5.604,5.456,8.426
2463801.500,2464021.500,2033.5565,2034.1588,220.0,21.865,4.676,4.496,7.343
2463801.500,2464031.500,2033.5565,2034.1862,230.0,15.371,3.921,3.704,6.554
2463801.500,2464041.500,2033.5565,2034.2136,240.0,11.314,3.364,3.108,6.035
2463801.500,2464051.500,2033.5565,2034.2409,250.0,9.211,3.035,2.749,5.756
2463801.500,2464061.500,2033.5565,2034.2683,260.0,8.680,2.946,2.650,5.684
2463801.500,2464071.500,2033.5565,2034.2957,270.0,9.417,3.069,2.786,5.783
2463801.500,2464081.500,2033.5565,2034.3231,280.0,11.177,3.343,3.085,6.016
2463801.500,2464091.500,2033.5565,2034.3504,290.0,13.764,3.710,3.479,6.350
2463801.500,2464101.500,2033.5565,2034.3778,300.0,17.017,4.125,3.919,6.758
2463801.500,2464111.500,2033.5565,2034.4052,310.0,20.806,4.561,4.375,7.217
2463801.500,2464121.500,2033.5565,2034.4326,320.0,25.023,5.002,4.833,7.710
2463801.500,2464131.500,2033.5565,2034.4600,330.0,29.581,5.439,5.284,8.224
2463801.500,2464141.500,2033.5565,2034.4873,340.0,34.408,5.866,5.722,8.750
2463801.500,2464151.500,2033.5565,2034.5147,350.0,39.443,6.280,6.146,9.280
2463801.500,2464161.500,2033.5565,2034.5421,360.0,44.637,6.681,6.555,9.810
2463801.500,2464171.500,2033.5565,2034.5695,370.0,49.948,7.067,6.949,10.336
2463801.500,2464181.500,2033.5565,2034.5969,380.0,55.344,7.439,7.326,10.855
2463801.500,2464191.500,2033.5565,2034.6242,390.0,60.794,7.797,7.689,11.365
2463801.500,2464201.500,2033.5565,2034.6516,400.0,66.276,8.141,8.038,11.865
2463801.500,2464211.500,2033.5565,2034.6790,410.0,71.769,8.472,8.373,12.353
2463801.500,2464221.500,2033.5565,2034.7064,420.0,77.258,8.790,8.694,12.830
2463801.500,2464231.500,2033.5565,2034.7337,430.0,82.728,9.095,9.003,13.295
2463801.500,2464241.500,2033.5565,2034.7611,440.0,88.168,9.390,9.300,13.748
2463801.500,2464251.500,2033.5565,2034.7885,450.0,93.570,9.673,9.586,14.189
2463821.500,2463901.500,2033.6112,2033.8303,80.0,1837.794,42.869,42.851,76.226
2463821.500,2463911.500,2033.6112,2033.8576,90.0,1317.389,36.296,36.274,63.362
2463821.500,2463921.500,2033.6112,2033.8850,100.0,960.598,30.994,30.968,53.069
2463821.500,2463931.500,2033.6112,2033.9124,110.0,708.746,26.622,26.592,44.668
2463821.500,2463941.500,2033.6112,2033.9398,120.0,526.917,22.955,22.920,37.709
2463821.500,2463951.500,2033.6112,2033.9671,130.0,393.342,19.833,19.792,31.879
2463821.500,2463961.500,2033.6112,2033.9945,140.0,293.918,17.144,17.097,26.959
2463821.500,2463971.500,2033.6112,2034.0219,150.0,219.211,14.806,14.751,22.785
2463821.500,2463981.500,2033.6112,2034.0493,160.0,162.732,12.757,12.693,19.239
2463821.500,2463991.500,2033.6112,2034.0767,170.0,119.917,10.951,10.876,16.232
2463821.500,2464001.500,2033.6112,2034.1040,180.0,87.484,9.353,9.265,13.694
2463821.500,2464011.500,2033.6112,2034.1314,190.0,63.037,7.940,7.836,11.572
2463821.500,2464021.500,2033.6112,2034.1588,200.0,44.792,6.693,6.569,9.827
2463821.500,2464031.500,2033.6112,2034.1862,210.0,31.409,5.604,5.456,8.426
2463821.500,2464041.500,2033.6112,2034.2136,220.0,21.865,4.676,4.496,7.343
2463821.500,2464051.500,2033.6112,2034.2409,230.0,15.371,3.921,3.704,6.554
2463821.500,2464061.500,2033.6112,2034.2683,240.0,11.314,3.364,3.108,6.034
2463821.500,2464071.500,2033.6112,2034.2957,250.0,9.211,3.035,2.749,5.756
2463821.500,2464081.500,2033.6112,2034.3231,260.0,8.680,2.946,2.650,5.684
2463821.500,2464091.500,2033.6112,2034.3504,270.0,9.417,3.069,2.786,5.783
2463821.500,2464101.500,2033.6112,2034.3778,280.0,11.178,3.343,3.085,6.016
2463821.500,2464111.500,2033.6112,2034.4052,290.0,13.764,3.710,3.479,6.350
2463821.500,2464121.500,2033.6112,2034.4326,300.0,17.017,4.125,3.919,6.758
2463821.500,2464131.500,2033.6112,2034.4600,310.0,20.806,4.561,4.375,7.217
2463821.500,2464141.500,2033.6112,2034.4873,320.0,25.023,5.002,4.833,7.710
2463821.500,2464151.500,2033.6112,2034.5147,330.0,29.581,5.439,5.284,8.224
2463821.500,2464161.500,2033.6112,2034.5421,340.0,34.408,5.866,5.722,8.750
2463821.500,2464171.500,2033.6112,2034.5695,350.0,39.443,6.280,6.146,9.280
2463821.500,2464181.500,2033.6112,2034.5969,360.0,44.637,6.681,6.555,9.810
2463821.500,2464191.500,2033.6112,2034.6242,370.0,49.949,7.067,6.949,10.336
2463821.500,2464201.500,2033.6112,2034.6516,380.0,55.344,7.439,7.326,10.855
2463821.500,2464211.500,2033.6112,2034.6790,390.0,60.794,7.797,7.689,11.365
2463821.500,2464221.500,2033.6112,2034.7064,400.0,66.276,8.141,8.038,11.865
2463821.500,2464231.500,2033.6112,2034.7337,410.0,71.769,8.472,8.373,12.353
